id,name,known_name,gender,birth_date,birth_city,birth_country,death_date,death_city,death_country,prize_number,year,category,share,motivation,prize_amount,prize_amount_adjusted,sort_order
501,Carlos Saavedra Lamas,Carlos Saavedra Lamas,male,1878-11-01,Buenos Aires,Argentina,1959-05-05,Buenos Aires,Argentina,1,1936,Peace,,"for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935",159850,6213186,1
836,Carol W. Greider,Carol W. Greider,female,1961-04-15,"San Diego, CA",USA,,,,1,2009,Physiology or Medicine,,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,10000000,13857393,2
1015,Carolyn R. Bertozzi,Carolyn Bertozzi,female,1966-10-10,"Boston, MA",USA,,,,1,2022,Chemistry,,for the development of click chemistry and bioorthogonal chemistry,10000000,11162900,1
55,Cecil Frank Powell,Cecil Powell,male,1903-12-05,Tonbridge,United Kingdom,1969-08-09,,Italy,1,1950,Physics,,for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method,164304,3857077,1
1020,,,,,,,,,,1,2022,Peace,,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",10000000,11162900,3
431,César Milstein,César Milstein,male,1927-10-08,Bahia Blanca,Argentina,2002-03-24,Cambridge,United Kingdom,1,1984,Physiology or Medicine,,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,1650000,4782579,3
384,Charles Brenton Huggins,Charles B. Huggins,male,1901-09-22,"Halifax, Nova Scotia",Canada,1997-01-12,"Chicago, IL",USA,1,1966,Physiology or Medicine,,for his discoveries concerning hormonal treatment of prostatic cancer,300000,3521287,2
25,Charles Edouard Guillaume,Charles Edouard Guillaume,male,1861-02-15,Fleurier,Switzerland,1938-06-13,Sèvres,France,1,1920,Physics,,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys,134100,3028106,1
489,Charles Gates Dawes,Charles G. Dawes,male,1865-08-27,"Marietta, OH",USA,1951-04-23,"Evanston, IL",USA,1,1925,Peace,,for his crucial role in bringing about the Dawes Plan,118165,4060423,2
22,Charles Glover Barkla,Charles Glover Barkla,male,1877-06-07,Widnes,United Kingdom,1944-10-23,Edinburgh,Scotland,1,1917,Physics,,for his discovery of the characteristic R&ouml;ntgen radiation of the elements,133823,4957724,1
81,Charles Hard Townes,Charles H. Townes,male,1915-07-28,"Greenville, SC",USA,2015-01-27,"Berkeley, CA",USA,1,1964,Physics,,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",273000,3576149,1
269,Charles J. Pedersen,Charles J. Pedersen,male,1904-10-03,Pusan,Korea,1989-10-26,"Salem, NJ",USA,1,1987,Chemistry,,for their development and use of molecules with structure-specific interactions of high selectivity,2175000,5405582,3
838,Charles Kuen Kao,Charles K. Kao,male,1933-11-04,Shanghai,China,2018-09-23,Hong Kong,,1,2009,Physics,,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,10000000,13857393,1
987,Charles M. Rice,Charles M. Rice,male,1952-08-25,"Sacramento, CA",USA,,,,1,2020,Physiology or Medicine,,for the discovery of Hepatitis C virus,10000000,12361835,3
318,Charles Jules Henri Nicolle,Charles Nicolle,male,1866-09-21,Rouen,France,1936-02-28,Tunis,Tunisia,1,1928,Physiology or Medicine,,for his work on typhus,156939,5637915,1
307,Charles Robert Richet,Charles Richet,male,1850-08-26,Paris,France,1935-12-04,Paris,France,1,1913,Physiology or Medicine,,in recognition of his work on anaphylaxis,143010,8694275,1
68,Chen Ning Yang,Chen Ning Yang,male,1922-09-22,"Hofei, Anhwei",China,,,,1,1957,Physics,,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,208629,3411444,1
319,Christiaan Eijkman,Christiaan Eijkman,male,1858-08-11,Nijkerk,the Netherlands,1930-11-05,Utrecht,the Netherlands,1,1929,Physiology or Medicine,,for his discovery of the antineuritic vitamin,172760,6206272,1
241,Christian B. Anfinsen,Christian Anfinsen,male,1916-03-26,"Monessen, PA",USA,1995-05-14,"Randallstown, MD",USA,1,1972,Chemistry,,"for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation",480000,4230781,1
404,Christian de Duve,Christian de Duve,male,1917-10-02,Thames Ditton,United Kingdom,2013-05-04,Nethen,Belgium,1,1974,Physiology or Medicine,,for their discoveries concerning the structural and functional organization of the cell,550000,4126741,2
486,Christian Lous Lange,Christian Lange,male,1869-09-17,Stavanger,Norway,1938-12-11,Oslo,Norway,1,1921,Peace,,for their lifelong contributions to the cause of peace and organized internationalism,121573,3202773,2
453,Christiane Nüsslein-Volhard,Christiane Nüsslein-Volhard,female,1942-10-20,Magdeburg,Germany,,,,1,1995,Physiology or Medicine,,for their discoveries concerning the genetic control of early embryonic development,7200000,11732784,2
858,Christopher A. Pissarides,Christopher A. Pissarides,male,1948-02-20,Nicosia,Cyprus,,,,1,2010,Economic Sciences,,for their analysis of markets with search frictions,10000000,13681477,3
873,Christopher A. Sims,Christopher A. Sims,male,1942-10-21,"Washington, D.C.",USA,,,,1,2011,Economic Sciences,,for their empirical research on cause and effect in the macroeconomy,10000000,13335208,2
153,Claude Cohen-Tannoudji,Claude Cohen-Tannoudji,male,1933-04-01,Constantine,French Algeria,,,,1,1997,Physics,,for development of methods to cool and trap atoms with laser light,7500000,12105174,2
662,Claude Simon,Claude Simon,male,1913-10-10,Tananarive,Madagascar,2005-07-06,Paris,France,1,1985,Literature,,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition,1800000,4860820,1
1034,Claudia Goldin,Claudia Goldin,female,1946-00-00,"New York, NY",USA,,,,1,2023,Economic Sciences,,for having advanced our understanding of women’s labour market outcomes,11000000,11314967,1
146,Clifford G. Shull,Clifford G. Shull,male,1915-09-23,"Pittsburgh, PA",USA,2001-03-31,"Medford, MA",USA,1,1994,Physics,,for the development of the neutron diffraction technique,7000000,11696265,2
44,Clinton Joseph Davisson,Clinton Davisson,male,1881-10-22,"Bloomington, IL",USA,1958-02-01,"Charlottesville, VA",USA,1,1937,Physics,,for their experimental discovery of the diffraction of electrons by crystals,158463,5963742,1
772,Clive W.J. Granger,Clive W.J. Granger,male,1934-09-04,Swansea,United Kingdom,2009-05-27,"San Diego, CA",USA,1,2003,Economic Sciences,,for methods of analyzing economic time series with common trends (cointegration),10000000,14930730,2
505,Cordell Hull,Cordell Hull,male,1871-10-02,"Olympus, TN",USA,1955-07-23,"Bethesda, MD",USA,1,1945,Peace,,for his indefatigable work for international understanding and his pivotal role in establishing the United Nations,121333,3161325,1
333,Corneille Jean François Heymans,Corneille Heymans,male,1892-03-28,Ghent,Belgium,1968-07-18,Knokke,Belgium,1,1938,Physiology or Medicine,,for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration,155077,5745118,1
803,Craig C. Mello,Craig C. Mello,male,1960-10-18,"New Haven, CT",USA,,,,1,2006,Physiology or Medicine,,for their discovery of RNA interference - gene silencing by double-stranded RNA,10000000,14608749,2
657,Czesław Miłosz,Czesław Miłosz,male,1911-06-30,Śeteniai,Russian Empire,2004-08-14,Kraków,Poland,1,1980,Literature,,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts,880000,3654081,1
410,D. Carleton Gajdusek,D. Carleton Gajdusek,male,1923-09-09,"Yonkers, NY",USA,2008-12-12,Tromsø,Norway,1,1976,Physiology or Medicine,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,681000,4226835,2
520,Dag Hjalmar Agne Carl Hammarskjöld,Dag Hammarskjöld,male,1905-07-29,Jönköping,Sweden,1961-09-18,Ndola,Northern Rhodesia,1,1961,Peace,,"for developing the UN into an effective and constructive international organization, capable of giving life to the principles and aims expressed in the UN Charter",250233,3639892,1
857,Dale T. Mortensen,Dale T. Mortensen,male,1939-02-02,"Enterprise, OR",USA,2014-01-09,"Wilmette, IL",USA,1,2010,Economic Sciences,,for their analysis of markets with search frictions,10000000,13681477,2
867,Dan Shechtman,Dan Shechtman,male,1941-01-24,Tel Aviv,British Mandate of Palestine,,,,1,2011,Chemistry,,for the discovery of quasicrystals,10000000,13335208,1
363,Daniel Bovet,Daniel Bovet,male,1907-03-23,Neuchâtel,Switzerland,1992-04-08,Rome,Italy,1,1957,Physiology or Medicine,,"for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles",208629,3411444,1
157,Daniel C. Tsui,Daniel C. Tsui,male,1939-02-28,Henan,China,,,,1,1998,Physics,,for their discovery of a new form of quantum fluid with fractionally charged excitations,7600000,12283299,3
759,Daniel Kahneman,Daniel Kahneman,male,1934-03-05,Tel Aviv,British Mandate of Palestine,2024-03-27,,,1,2002,Economic Sciences,,"for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty",10000000,15218228,1
733,Daniel L. McFadden,Daniel L. McFadden,male,1937-07-29,"Raleigh, NC",USA,,,,1,2000,Economic Sciences,,for his development of theory and methods for analyzing discrete choice,9000000,14331095,2
415,Daniel Nathans,Daniel Nathans,male,1928-10-30,"Wilmington, DE",USA,1999-11-16,"Baltimore, MD",USA,1,1978,Physiology or Medicine,,for the discovery of restriction enzymes and their application to problems of molecular genetics,725000,3665192,2
674,Dario Fo,Dario Fo,male,1926-03-24,Leggiuno-Sangiano,Italy,2016-10-13,Milan,Italy,1,1997,Literature,,who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden,7500000,12105174,1
1044,Daron Acemoglu,Daron Acemoglu,male,1967-09-03,Istanbul,Turkey,,,,1,2024,Economic Sciences,,for studies of how institutions are formed and affect prosperity,11000000,11000000,1
1039,David Baker,David Baker,male,1962-00-00,"Seattle, WA",USA,,,,1,2024,Chemistry,,for computational protein design,11000000,11000000,1
406,David Baltimore,David Baltimore,male,1938-03-07,"New York, NY",USA,2025-09-06,"Woods Hole, MA",USA,1,1975,Physiology or Medicine,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,630000,4304697,1
1007,David Card,David Card,male,1956-00-00,Guelph,Canada,,,,1,2021,Economic Sciences,,for his empirical contributions to labour economics,10000000,12096939,1
423,David H. Hubel,David H. Hubel,male,1926-02-27,"Windsor, ON",Canada,2013-09-22,"Lincoln, MA",USA,1,1981,Physiology or Medicine,,for their discoveries concerning information processing in the visual system,1000000,3704688,2
776,David J. Gross,David J. Gross,male,1941-02-19,"Washington, D.C.",USA,,,,1,2004,Physics,,for the discovery of asymptotic freedom in the theory of the strong interaction,10000000,14874529,1
928,David J. Thouless,David J. Thouless,male,1934-09-21,Bearsden,United Kingdom,2019-04-06,Cambridge,United Kingdom,1,2016,Physics,,for theoretical discoveries of topological phase transitions and topological phases of matter,8000000,10496956,1
877,David J. Wineland,David J. Wineland,male,1944-02-24,"Milwaukee, WI",USA,,,,1,2012,Physics,,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,8000000,10573021,2
997,David Julius,David Julius,male,1955-11-04,"New York, NY",USA,,,,1,2021,Physiology or Medicine,,for their discoveries of receptors for temperature and touch,10000000,12096939,1
149,David M. Lee,David M. Lee,male,1931-01-20,"Rye, NY",USA,,,,1,1996,Physics,,for their discovery of superfluidity in helium-3,7400000,12000958,1
567,David Trimble,David Trimble,male,1944-10-15,Belfast,Northern Ireland,2022-07-25,Belfast,Northern Ireland,1,1998,Peace,,for their efforts to find a peaceful solution to the conflict in Northern Ireland,7600000,12283299,2
1003,David W.C. MacMillan,David W.C. MacMillan,male,1968-03-16,Bellshill,United Kingdom,,,,1,2021,Chemistry,,for the development of asymmetric organocatalysis,10000000,12096939,2
1040,Demis Hassabis,Demis Hassabis,male,1976-07-27,London,United Kingdom,,,,1,2024,Chemistry,,for protein structure prediction,11000000,11000000,2
966,Denis Mukwege,Denis Mukwege,male,1955-03-01,Bukavu,Belgian Congo,,,,1,2018,Peace,,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,9000000,11380800,1
93,Dennis Gabor,Dennis Gabor,male,1900-06-05,Budapest,Hungary,1979-02-08,London,United Kingdom,1,1971,Physics,,for his invention and development of the holographic method,450000,4200591,1
237,Derek H. R. Barton,Derek Barton,male,1918-09-08,Gravesend,United Kingdom,1998-03-16,"College Station, TX",USA,1,1969,Chemistry,,for their contributions to the development of the concept of conformation and its application in chemistry,375000,4023190,1
669,Derek Walcott,Derek Walcott,male,1930-01-23,Castries,Saint Lucia,2017-03-17,Gros-Islet,Saint Lucia,1,1992,Literature,,"for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment",6500000,11613791,1
546,Desmond Mpilo Tutu,Desmond Tutu,male,1931-10-07,Klerksdorp,South Africa,2021-12-26,Cape Town,South Africa,1,1984,Peace,,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa,1650000,4782579,1
362,Dickinson W. Richards,Dickinson W. Richards,male,1895-10-30,"Orange, NJ",USA,1973-02-23,"Lakeville, CT",USA,1,1956,Physiology or Medicine,,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,200123,3413609,3
975,Didier Queloz,Didier Queloz,male,1966-02-23,Geneva,Switzerland,,,,1,2019,Physics,,for the discovery of an exoplanet orbiting a solar-type star,9000000,11178104,3
1006,Dmitry Andreyevich Muratov,Dmitry Muratov,male,1961-10-29,Kubyshev,USSR,,,,1,2021,Peace,,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",10000000,12096939,2
568,,,,,,,,,,1,1999,Peace,,in recognition of the organisation's pioneering humanitarian work on several continents,7900000,12707531,1
